firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,profits_growthrate,output,previous_output,output_growthrate,revenues,previous_revenues,revenues_growthrate,pcm
9175,5000,4770,3,40.04166666666668,0.6145833333333333,38.541666666666664,0.005770155473633633,0,0,0,0,593,1093,958,728,339694.2210805541,339821.1244471064,-126.9033665522557,-163.7151109205646,0,48.73108896516241,52.84205620864713,-0.07779726109166807,1951.274020646712,2122.9058054543766,-0.08084757428553424,0.03746097814776309
9349,5000,4766,3,40.04166666666668,0.6666666666666667,33.333333333333336,0.025805417534861316,50,1,0,1,634,1123,1001,756,341590.1072768555,340378.1182061773,1211.9890706782019,1314.576817851232,-0.07803860967266785,217.93625898308568,221.38999411553806,-0.015600231375632823,8726.531036781058,8894.243288369167,-0.01885626985349309,0.1675338189386058
10169,5000,4745,2,40.04166666666668,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,575,1086,947,714,162526.60029947473,162726.60029947473,-200.0,-300.0,0,0,0,0,0.0,0.0,0,-0.14464099895941698
14113,5000,4647,2,40.04166666666668,0.5625,43.75,0.0,50,1,0,1,558,1068,873,753,60522.13147626957,60772.13147626957,-250.0,-200.0,0,0,0,0,0.0,0.0,0,-0.0926118626430798
14608,5000,4634,2,40.04166666666668,0.59375,40.625,0.0,0,0,0,0,608,1096,955,749,204692.7038271031,204892.7038271031,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.014568158168574102
15036,5000,4624,2,40.04166666666668,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,587,1041,938,690,139291.7490534609,139491.7490534609,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.06659729448491129
15191,5000,4620,2,40.04166666666668,0.5729166666666667,42.708333333333336,0.0,50,1,0,1,580,1112,945,747,120354.47126386578,120604.47126386578,-250.0,-200.0,0,0,0,0,0.0,0.0,0,-0.06659729448491129
17407,5000,4564,3,40.04166666666668,0.625,37.5,0.009777207885879163,0,0,0,0,601,1075,958,718,208319.03014673726,208309.1593341917,9.870812545566281,31.48665991138546,-0.6865081093597662,82.57212296874701,86.55164379002527,-0.04597857010009643,3306.325423873579,3477.173302037333,-0.04913412801819561,0.0634755463059316
22685,5000,4432,2,40.04166666666668,0.5625,43.75,0.0,50,1,0,1,551,997,877,671,116689.12594461555,116939.12594461555,-250.0,-200.0,0,0,0,0,0.0,0.0,0,-0.0926118626430798
22789,5000,4430,2,40.04166666666668,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,514,995,815,694,334749.16506516264,334949.16506516264,-200.0,-300.0,0,0,0,0,0.0,0.0,0,-0.06659729448491129
23219,5000,4419,2,40.04166666666668,0.5625,43.75,0.0,50,1,0,1,578,1027,916,689,185056.26381741764,185306.26381741764,-250.0,-200.0,0,0,0,0,0.0,0.0,0,-0.0926118626430798
23225,5000,4419,3,40.04166666666668,0.6041666666666667,39.583333333333336,0.0017631030613880741,50,1,0,1,494,1024,835,683,74878.47169830419,75121.64708978013,-243.17539147594348,-288.68857429131066,0,14.890054961577569,19.13246862726876,-0.2217389584344931,596.2226174198353,768.6383088714111,-0.22431316454254435,0.011446409989594406
23513,5000,4412,2,40.04166666666668,0.48958333333333337,51.041666666666664,0.0,50,1,0,1,520,1062,889,693,645280.2715198491,645530.2715198491,-250.0,-200.0,0,0,0,0,0.0,0.0,0,-0.2747138397502597
23636,5000,4409,3,40.04166666666668,0.6666666666666667,33.333333333333336,0.025805417534861316,0,0,0,0,508,1003,833,678,155511.82446716522,154249.83539648703,1261.9890706782019,1314.576817851232,-0.040003555865977036,217.93625898308568,221.38999411553806,-0.015600231375632823,8726.531036781058,8894.243288369167,-0.01885626985349309,0.1675338189386058
33569,5000,4160,2,40.04166666666668,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,548,988,855,681,384751.4206775369,384951.4206775369,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.04058272632674261
36105,5000,4097,2,40.04166666666668,0.5,50.0,0.0,0,0,0,0,507,938,832,613,128872.2728837587,129072.2728837587,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.2486992715920912
36623,5000,4084,3,40.04166666666668,0.6145833333333333,38.541666666666664,0.005770155473633633,100,1,1,0,480,914,769,625,128171.86130300688,128398.76466955914,-226.9033665522557,-213.7151109205646,0,48.73108896516241,52.84205620864713,-0.07779726109166807,1951.274020646712,2122.9058054543766,-0.08084757428553424,0.03746097814776309
37041,5000,4073,3,40.04166666666668,0.6041666666666667,39.583333333333336,0.0017631030613880741,0,0,0,0,575,1022,914,683,288175.55429147126,288368.7296829472,-193.17539147594348,-238.68857429131066,0,14.890054961577569,19.13246862726876,-0.2217389584344931,596.2226174198353,768.6383088714111,-0.22431316454254435,0.011446409989594406
39211,5000,4019,2,40.04166666666668,0.5625,43.75,0.0,0,0,0,0,530,969,852,647,152115.9927340968,152315.9927340968,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.0926118626430798
39409,5000,4014,2,40.04166666666668,0.59375,40.625,0.0,0,0,0,0,492,938,784,646,189572.75039588282,189772.75039588282,-200.0,-250.0,0,0,0,0,0.0,0.0,0,-0.014568158168574102
39906,5000,4002,2,40.04166666666668,0.5729166666666667,42.708333333333336,0.0,100,1,1,0,463,886,763,586,446571.2943473204,446871.2943473204,-300.0,-200.0,0,0,0,0,0.0,0.0,0,-0.06659729448491129
40017,5000,3999,3,40.04166666666668,0.625,37.5,0.009777207885879163,0,0,0,0,520,940,836,624,187717.7763175031,187707.90550495754,9.870812545566281,-18.51334008861454,0,82.57212296874701,86.55164379002527,-0.04597857010009643,3306.325423873579,3477.173302037333,-0.04913412801819561,0.0634755463059316
44795,5000,3880,2,40.04166666666668,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,543,950,845,648,150905.41611347767,151105.41611347767,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.14464099895941698
45345,5000,3866,2,40.04166666666668,0.5416666666666667,45.833333333333336,0.0,50,1,0,1,441,830,692,579,424646.29283036117,424896.29283036117,-250.0,-250.0,0,0,0,0,0.0,0.0,0,-0.14464099895941698
53063,5000,3673,2,40.04166666666668,0.59375,40.625,0.0,0,0,0,0,439,831,713,557,646773.7493733375,646973.7493733375,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.014568158168574102
57632,5000,3559,2,40.04166666666668,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,404,770,687,487,14592.107859594595,14792.107859594595,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.04058272632674261
63997,5000,3400,2,40.04166666666668,0.5208333333333333,47.916666666666664,0.0,0,0,0,0,433,783,660,556,100266.03614114845,100466.03614114845,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.196670135275754
