period,mktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
5253,2.988243616801009,0,1,54,0.0,0.01818181818181818,0.9818181818181818,55,1550.0,21,10,11,399.84324333931824,0.8636435274733147,0.48231279662995075,0.23210205019675526,97852.71498023403,-3174.850614549071,94677.86436568496,5215,11,980.5090909090909,33,22,16,33.853823882126775,0.6366860090264346,44.08635794743429,764.7323073158772,23.173706282299307,0
5254,3.0456448888128085,0,0,54,0.0,0.0,1.0,54,1200.0,16,8,8,403.1882379617811,0.8628395557339756,0.4855100339808933,0.23494459192594705,99844.85589078945,-2748.7456967689277,97096.11019402053,5216,12,959.4814814814815,35,19,16,33.61812623540533,0.6337386018237081,43.94208037825059,779.8614941360219,22.28175697531491,0
5255,2.9510464655315007,0,0,54,0.0,0.0,1.0,54,1400.0,19,9,10,403.3336392746928,0.8625273205762969,0.4860534276777926,0.23558598283241514,96810.65280067977,-2990.6014170686108,93820.05138361116,5217,13,960.4814814814815,35,19,17,33.52217498453592,0.6346504559270516,43.85342789598109,755.9004362655754,21.597155321873583,0
5256,3.012784783094435,0,0,54,0.0,0.0,1.0,54,1250.0,17,8,9,408.21657781774195,0.8620961386918834,0.4909019849049834,0.23900377760011077,98904.43747191227,-2725.1138008454286,96179.32367106684,5218,14,961.4814814814815,35,19,17,33.30482876401406,0.6355623100303951,43.76477541371158,771.9815855263547,22.05661672932442,0
5257,3.411217205776591,1,1,54,0.01818181818181818,0.01818181818181818,0.9818181818181818,55,1250.0,17,8,9,401.3045790317385,0.8643312558206175,0.48601108778728697,0.2378257663103882,112379.44677248226,-1980.19113830317,110399.25563417909,5219,0,944.9818181818182,34,21,18,33.01210586649535,0.6423654568210263,43.31306990881459,875.6148724250247,25.75337860073602,0
5258,3.063100329423265,0,0,54,0.0,0.0,1.0,54,1300.0,16,10,6,411.40411078550443,0.8616946934891536,0.49459669476746804,0.24263963310932127,100770.5231077413,-2508.51850949391,98262.0045982474,5220,16,963.4814814814815,33,21,18,32.939014705195355,0.6428110896196003,43.4918648310388,785.7101533357923,23.8093985859331,0
5259,3.064832264911147,0,0,54,0.0,0.0,1.0,54,1150.0,18,5,13,410.63191003603765,0.8615608784215769,0.4905804365692197,0.24300165412089345,100925.91698352789,-2511.319587383068,98414.59739614482,5221,17,964.4814814814815,33,21,19,32.828526514031346,0.6441005802707931,43.36670838548186,786.5379923905269,23.834484617894756,0
5260,3.3757170338533986,0,0,54,0.0,0.0,1.0,54,1100.0,16,6,10,410.6319100360375,0.8617541668525209,0.4905804365692197,0.24300165412089345,111163.45289729792,-1670.5478021162885,109492.90509518163,5222,18,965.4814814814815,33,21,19,32.828526514031346,0.6441005802707931,43.36670838548186,866.3213739569961,26.2521628471817,0
5261,3.681857314946556,0,0,54,0.0,0.0,1.0,54,1250.0,16,9,7,389.2556691897453,0.8616798251483118,0.4274197702570439,0.22037387885624185,119673.0948765208,-1481.0797915529856,118192.01508496782,5223,19,966.4814814814815,35,19,16,35.110821767821726,0.6224924012158054,45.03546099290781,938.7430529952397,26.82123008557828,6
5262,4.050831441181398,1,0,55,0.01818181818181818,0.0,1.0,55,1500.0,19,11,8,381.2499999999998,0.8626119349523605,0.42272727272727284,0.21785714285714286,132032.53226123174,-932.5194150810789,131100.01284615067,5224,0,949.8909090909091,37,18,17,34.94680851063829,0.6221966647498561,44.68085106382979,1034.2548360463152,27.952833406657167,0
5263,4.006081203134912,0,0,55,0.0,0.0,1.0,55,1800.0,24,12,12,382.7593540130185,0.8632710079518591,0.4286426190901731,0.21991495907977235,130785.60982195208,-988.1168940701752,129797.4929278819,5225,1,950.8909090909091,35,20,17,34.69349842154085,0.6282674772036473,44.47399527186762,1023.6579244535351,29.247369270101004,0
5264,4.366830415091869,1,0,56,0.017857142857142856,0.0,1.0,56,1350.0,19,8,11,372.6062848397152,0.866938380768168,0.4294124022543706,0.21568497828360136,142877.6691378816,-552.5765031951528,142325.09263468644,5226,0,934.8928571428571,36,20,18,34.66049995336703,0.6291371158392434,44.19206440483038,1117.069873578852,31.029718710523664,0
5265,4.035652091546451,0,0,56,0.0,0.0,1.0,56,1400.0,19,9,10,372.9033051951135,0.8671594363083724,0.4296087486520701,0.21642597541514522,132144.24105132426,-1344.5951498922611,130799.645901432,5227,1,935.8928571428571,37,19,16,34.55008647035685,0.6282346175963196,44.092945128779405,1032.7518412325353,27.912211925203657,0
5266,3.75886356907215,1,3,54,0.017543859649122806,0.05263157894736842,0.9473684210526316,57,1400.0,17,11,6,360.33785429005997,0.8702340958779929,0.4173880885541863,0.21088183584713627,123381.56956295302,-2508.189992949136,120873.37957000389,5228,0,920.4561403508771,38,19,17,34.5481356646303,0.6296192609182529,43.78068739770868,963.0934398334628,25.344564206143758,0
5267,3.3446722294155635,0,0,54,0.0,0.0,1.0,54,1150.0,18,5,13,383.1902310023538,0.8621258753735671,0.4335250222496059,0.22171755612007885,109420.16249770336,-2414.252531237975,107005.90996646539,5229,3,971.8333333333334,35,19,17,34.406339717623,0.6310030395136776,44.208037825059115,855.5402723942426,24.444007782692648,0
5268,3.48072979896757,1,0,55,0.01818181818181818,0.0,1.0,55,1250.0,18,7,11,378.5792543350518,0.8635289060820976,0.43490130239119384,0.22136605472332688,114223.25339540282,-2351.4891803689297,111871.7642150339,5230,0,955.1454545454545,37,18,18,34.114281197032305,0.6311098332374927,43.812989921612555,891.7177600882502,24.10048000238514,0
5269,3.1989342159980123,0,1,54,0.0,0.01818181818181818,0.9818181818181818,55,1350.0,19,8,11,381.70830392038715,0.8634429400386847,0.4375707280271597,0.22437000303612983,105136.54266601424,-2973.4343779060764,102163.10828810817,5231,1,956.1454545454545,35,20,14,33.830670080339,0.6370820668693009,43.617021276595736,820.1522830377874,23.43292237250821,0
5270,2.87881570691937,0,1,53,0.0,0.018518518518518517,0.9814814814814815,54,1350.0,18,9,9,387.95348440008564,0.862036665328516,0.43638077666917563,0.22735763099861606,94532.85703590239,-3465.1297445253085,91067.72729137707,5232,6,974.8333333333334,37,17,14,33.78688074972457,0.6319723979298448,43.72900335946248,737.7569703566601,19.93937757720703,0
5271,2.7285364714545914,0,1,52,0.0,0.018867924528301886,0.9811320754716981,53,1150.0,15,8,7,396.7530787674249,0.8595250594447704,0.4438640087037138,0.23267479895610696,89616.06529044024,-3488.910037799056,86127.15525264118,5233,7,993.3018867924528,36,17,14,33.53462638259683,0.634160756501182,43.70327774583094,699.314954184768,19.425415394021332,0
5272,2.845113559657092,0,0,52,0.0,0.0,1.0,52,750.0,9,6,3,404.0236044761707,0.855540579570617,0.4474903269319517,0.2359889894608792,93335.4673400104,-2858.0536119642225,90477.41372804617,5234,30,1013.2692307692307,35,17,14,33.504501762412985,0.6346504559270516,43.853427895981085,728.7660855528269,20.821888158652197,0
5273,2.7781865500670504,0,0,52,0.0,0.0,1.0,52,1100.0,14,8,6,406.00660310968146,0.8552357113057988,0.4506353319076819,0.23733454095467474,91160.9213652584,-2997.6127960285376,88163.30856922986,5235,31,1014.2692307692307,35,17,14,33.422957321637625,0.634954407294833,43.82387706855791,711.705059176455,20.33443026218443,0
5274,2.617717178264423,0,1,51,0.0,0.019230769230769232,0.9807692307692307,52,1550.0,18,13,5,360.9269336891783,0.855540579570617,0.32326425477110443,0.20010885690615177,84547.81171545842,-4296.76463677232,80251.0470786861,5236,32,1015.2692307692307,43,9,13,36.668123967745046,0.6006927263730828,45.84139264990328,665.3153524641095,15.472450057304872,8
5275,2.8326412672335244,1,0,52,0.019230769230769232,0.0,1.0,52,1600.0,21,11,10,365.30255253695674,0.8565354128558132,0.3370136550316267,0.2045822545541959,91769.95628039814,-3695.1422090767105,88074.81407132142,5237,0,1014.9230769230769,39,13,14,36.15342890869359,0.6107474086197492,45.45212765957446,721.0428076779792,18.488277119948187,0
5276,3.1015375803961014,0,0,52,0.0,0.0,1.0,52,1350.0,17,10,7,366.3353620882125,0.8560700876095118,0.34176294772701743,0.20558585912265798,100544.47448243518,-3033.400706901614,97511.07377553357,5238,1,1015.9230769230769,39,13,15,36.044428838743215,0.6115657392253138,45.37234042553191,789.7372551785174,20.249673209705577,0
5277,2.7658080899209025,2,2,52,0.037037037037037035,0.037037037037037035,0.962962962962963,54,1700.0,21,13,8,349.1180407229789,0.8624827155537714,0.33281137429609076,0.198965688819272,90077.0337963359,-4510.496489377144,85566.53730695877,5239,0,979.2592592592592,41,13,15,35.87205324639123,0.614426569797613,44.78216818642349,705.8835439220607,17.21667180297709,0
5278,2.3256957291254863,0,1,51,0.0,0.019230769230769232,0.9807692307692307,52,1000.0,13,7,6,357.39832118312734,0.8560379962132152,0.33851087383781087,0.20266661749408674,75629.95588621714,-4993.996147022409,70635.95973919473,5240,1,1016.9615384615385,39,13,12,35.858796537699455,0.615657392253137,44.973404255319146,593.114264536816,15.208058065046563,0
5279,2.23046541657384,0,0,51,0.0,0.0,1.0,51,1650.0,22,11,11,360.6298849286718,0.849328327075511,0.3241083339625972,0.20431322207958919,72513.35252284682,-4969.903604778717,67543.4489180681,5241,4,1037.8823529411766,38,13,13,35.812416354846654,0.6170212765957448,45.00818330605564,568.7504286451784,14.96711654329417,0
5280,2.6215483462964766,1,1,51,0.019230769230769232,0.019230769230769232,0.9807692307692307,52,1200.0,16,8,8,356.17598488881396,0.854112512435416,0.3343192330590625,0.20325829987029814,85412.66952590132,-4315.611661925862,81097.05786397545,5242,0,1018.9038461538462,41,11,14,35.6394590280915,0.6149455111572393,44.73150962512664,669.1986888038468,16.321919239118216,0
5281,2.3192782224601114,0,0,51,0.0,0.0,1.0,51,1450.0,17,12,5,362.57290465064796,0.8547017104714226,0.33710568545779185,0.20765539084537127,75645.48702017685,-4714.572298864848,70930.914721312,5243,1,1017.6078431372549,36,15,14,35.334286624463175,0.625,44.5945945945946,592.3561946553531,16.454338740426476,0
5282,2.492745014937728,0,0,51,0.0,0.0,1.0,51,1100.0,15,7,8,362.2026963166941,0.8557363370880267,0.3390557760251838,0.20816655577268656,81387.3117124578,-4304.2592503561045,77083.0524621017,5244,2,1018.6078431372549,38,13,14,35.2069971110344,0.6226203807390818,44.46262956901255,636.9895062721398,16.76288174400368,0
5283,2.968834962031822,0,0,51,0.0,0.0,1.0,51,1400.0,18,10,8,362.2838521778778,0.8544347100542344,0.3416279133012432,0.2089653259361999,97034.99166902974,-3169.1578844191204,93865.83378461062,5245,3,1019.6078431372549,38,13,16,35.063593708501806,0.624020156774916,44.326241134751776,759.0531941932423,19.975084057716902,0
5284,2.899183971065003,0,0,51,0.0,0.0,1.0,51,1450.0,17,12,5,366.9796874213301,0.8523654568210263,0.3463174137217264,0.21244046349612564,94859.60562905256,-3237.6903154679253,91621.91531358463,5246,4,1020.6078431372549,38,13,16,34.80213991097316,0.6254199328107501,44.189852700491,741.6406786865145,19.516859965434595,0
5285,2.830484276890613,0,0,51,0.0,0.0,1.0,51,1200.0,16,8,8,364.29685262387403,0.8531330830204422,0.3433003051967052,0.2111931073925797,92651.29771089708,-3449.484770480527,89201.81294041655,5247,5,1021.6078431372549,38,13,16,34.81422673864719,0.6259798432250839,44.13529732678669,724.2210179278223,19.05844784020585,0
5286,2.873973382684012,1,1,51,0.019230769230769232,0.019230769230769232,0.9807692307692307,52,1850.0,24,13,11,358.3293782629328,0.8571772407817463,0.34315103501149946,0.2094313453536754,94299.63329816365,-3641.9342059692854,90657.69909219437,5248,0,1002.9423076923077,39,13,16,34.65045592705166,0.6273867975995636,43.829787234042556,736.2263729258624,18.877599305791342,0
5287,2.5884784008372344,0,0,51,0.0,0.0,1.0,51,1150.0,17,6,11,366.58738988863814,0.8513642052565706,0.3438701998371234,0.21407062133422358,84910.38558359403,-3974.58467489448,80935.80090869956,5249,7,1023.6078431372549,38,13,11,34.47284345047923,0.6287793952967524,43.862520458265145,663.0063334386703,17.44753509049132,0
5288,2.954528165367635,0,0,51,0.0,0.0,1.0,51,1200.0,15,9,6,411.2285640495867,0.8512640801001251,0.433533868092691,0.22146948369867578,94572.38199383784,-2379.0463896392857,92193.33560419855,5250,8,1024.6078431372548,36,15,17,36.576160541586056,0.6004728132387707,46.98102357676825,747.5516922149274,20.76532478374798,7
5289,3.0768342708629492,1,0,52,0.019230769230769232,0.0,1.0,52,1550.0,19,12,7,403.47153493789824,0.8527807194891048,0.44249838643431305,0.22039632595982733,98923.25675302485,-2417.0167070224534,96506.2400460024,5251,0,1005.8846153846154,32,20,18,36.190499375172436,0.6150265957446808,46.42166344294006,780.2185162671831,24.38182863334947,0
5290,2.9263635054302224,0,0,52,0.0,0.0,1.0,52,1400.0,18,10,8,403.8055629965076,0.8527807194891048,0.4396332615726022,0.2217513149265185,94239.62253834633,-2789.1032328649217,91450.51930548142,5252,1,1006.8846153846154,33,19,13,35.96599836838335,0.6147646679561571,46.21401752190239,742.6700373136603,22.505152645868492,0
5291,3.3603245690770818,0,1,51,0.0,0.019230769230769232,0.9807692307692307,52,1300.0,17,9,8,406.0334048852895,0.8527004909983632,0.4436614205858791,0.22357264541903923,108303.9755135803,-1604.9936119215895,106698.98190165871,5253,2,1007.8846153846154,34,18,19,35.80061692703093,0.6135794743429286,46.10942249240122,853.154745455954,25.092786631057468,0
5292,2.9578036062658644,1,0,52,0.019230769230769232,0.0,1.0,52,1450.0,20,9,11,399.5786775033042,0.8551875742113538,0.44885455112282147,0.22228198576165642,95629.74472236374,-2756.3374776668406,92873.40724469691,5254,0,1002.5192307692307,31,21,16,35.55060736628067,0.624914207275223,45.71143617021277,752.1356311279126,24.26243971380363,0
5293,2.611173218239699,0,0,52,0.0,0.0,1.0,52,1200.0,17,7,10,396.2721609869922,0.8536953242835595,0.4452728442340361,0.22120137476538673,84511.04071307907,-3702.125453873692,80808.91525920537,5255,1,1003.5192307692307,31,21,14,35.4964399998888,0.6262868908716541,45.578457446808514,664.3387180581258,21.430281227681476,0
5294,2.702593399484872,1,0,53,0.018867924528301886,0.0,1.0,53,1750.0,23,12,11,386.3738390261546,0.8531019362010932,0.44282506794816223,0.2177330222276803,87721.49900566,-3821.3415328108194,83900.15747284918,5256,0,985.566037735849,33,20,15,35.36845378225913,0.6250805931656995,45.21276595744682,688.5862969964127,20.86625142413372,0
5295,2.2620782348623365,0,1,52,0.0,0.018867924528301886,0.9811320754716981,53,1700.0,21,13,8,384.99468232398704,0.8533180990025631,0.4382415872398364,0.21784282441498945,73513.33490480518,-4939.551396349527,68573.78350845564,5257,1,986.566037735849,33,20,11,35.24112430670887,0.6266924564796904,45.05632040050063,576.702548737745,17.475834810234698,0
5296,2.2243498192686673,0,0,52,0.0,0.0,1.0,52,1150.0,16,7,9,392.4077663236335,0.8531016334520715,0.4356187290969902,0.22095325265608765,72180.809462004,-4735.137957516637,67445.67150448737,5258,4,1006.5192307692307,33,19,11,35.24723393802558,0.6247582205029012,45.244055068836055,566.6663400652537,17.17170727470466,0
5297,2.5539880362430907,1,0,53,0.018867924528301886,0.0,1.0,53,750.0,12,3,9,384.44271521763284,0.8537504246055029,0.442890474328024,0.21863225958921498,83125.63898468633,-4208.590728905293,78917.04825578103,5259,0,988.5094339622641,34,19,12,35.05467431143826,0.6264080100125156,44.863221884498486,651.6162789125996,19.165184673899986,0
5298,2.332335289428495,0,0,53,0.0,0.0,1.0,53,1200.0,15,9,6,383.7659145295029,0.8537504246055029,0.44085683209434845,0.21859556434122857,75947.59952697672,-4770.780002241865,71176.81952473485,5260,1,989.5094339622641,34,19,12,35.00881878908901,0.6270337922403003,44.80243161094225,595.2062945301415,17.50606748618063,0
5299,2.2652967586938493,0,0,53,0.0,0.0,1.0,53,1500.0,18,12,6,381.0438911580946,0.8526696105981534,0.42961820790753613,0.21757026937969476,73817.84240148115,-4974.4324188889195,68843.40998259223,5261,2,990.5094339622641,35,18,12,34.982747707698636,0.6258358662613981,44.710401891252964,578.3066991240009,16.523048546400027,0
5300,2.037358227949165,0,2,51,0.0,0.03773584905660377,0.9622641509433962,53,1300.0,18,8,10,382.2347412645677,0.8531328166013031,0.427083879142393,0.21879072400996438,66439.06180187661,-5520.930545939103,60918.13125593751,5262,3,991.5094339622641,32,21,10,34.85472720729239,0.6336436170212765,44.616376531270156,520.3079265574887,16.259622704921522,0
5301,2.4248196352168865,0,0,51,0.0,0.0,1.0,51,1400.0,17,11,6,395.026158162105,0.8487609511889862,0.4200886359547997,0.224472210254201,78902.74179283463,-3966.2706082239924,74936.47118461064,5263,4,1029.5098039215686,34,17,12,34.816247582205044,0.6260951188986232,44.893617021276604,618.5869665159679,18.193734309293173,0
5302,2.9135362964635387,0,0,51,0.0,0.0,1.0,51,1050.0,13,8,5,396.1098785627899,0.8482269503546099,0.4227800674409887,0.22547190516741564,94853.72969990798,-2685.5001294683348,92168.22957043965,5264,5,1030.5098039215686,35,16,16,34.72101418029052,0.6246200607902734,44.82860520094564,743.4511205662736,21.24146058760782,0
5303,2.9397220426646102,0,1,50,0.0,0.0196078431372549,0.9803921568627451,51,1900.0,22,16,6,394.4391541479387,0.847526074259491,0.41741861566714045,0.22593539279516908,95885.55897435523,-2635.7326383892578,93249.82633596598,5265,6,1031.5098039215686,34,17,16,34.51528202946769,0.6292240300375469,44.589665653495445,750.8353898027578,22.083393817728172,0
5304,2.942697929510383,1,2,49,0.0196078431372549,0.0392156862745098,0.9607843137254902,51,1150.0,14,9,5,395.224811637807,0.8497288277012932,0.41171807605325106,0.22766031958040828,96142.60466376119,-2600.411436279356,93542.19322748182,5266,0,1030.3725490196077,34,17,13,34.274040529258485,0.6314142678347934,44.37689969604864,752.2215679994633,22.1241637646901,0
5305,2.945216393711481,1,1,49,0.02,0.02,0.98,50,900.0,15,3,12,402.87651771179367,0.84797221016066,0.41250734573947057,0.23173911244154452,96184.50856677833,-2249.904026159229,93934.6045406191,5267,0,1050.64,33,17,17,34.134244691270546,0.6331399097356543,44.4305381727159,752.7073687057383,22.809314203204192,0
5306,3.36294248376398,1,0,50,0.02,0.0,1.0,50,1450.0,19,10,9,409.86555137061197,0.8465827181936605,0.4249088462009052,0.2367371838411315,109961.05565974103,-986.1502585451441,108974.9054011959,5268,0,1051.62,33,17,18,33.79276861279094,0.6347517730496455,44.2740926157697,859.9915181415204,26.060349034591525,0
5307,3.424220210305266,0,0,50,0.0,0.0,1.0,50,1000.0,13,7,6,411.4067465327459,0.8456795484151108,0.42773577981651334,0.238021949957905,112019.510852276,-782.8834984151072,111236.6273538609,5269,1,1052.62,33,17,18,33.688203526579464,0.6353965183752418,44.21151439299123,875.8761019788968,26.54170005996657,0
5308,3.449295565255461,0,0,50,0.0,0.0,1.0,50,1100.0,14,8,6,412.47840460064185,0.8449153278332611,0.42881173594132016,0.23963589130917978,112977.89544727738,-679.8115861537808,112298.0838611236,5270,2,1053.62,33,17,20,33.497893148832134,0.6370083816892327,44.05506883604505,882.8297160134438,26.752415636771023,0
5309,3.803241532737939,1,0,51,0.0196078431372549,0.0,1.0,51,1150.0,15,8,7,401.4783764290818,0.8472256987901543,0.42544205441635863,0.23522336286821308,124879.25354318215,-172.73600756152229,124706.51753562062,5271,0,1033.9411764705883,34,17,21,33.45026081558183,0.6379849812265332,43.7386018237082,974.6239927815664,28.66541155239901,0
5310,3.4049020334882187,1,1,51,0.019230769230769232,0.019230769230769232,0.9807692307692307,52,1000.0,13,7,6,393.36129496190824,0.8512724238631622,0.36112280908623795,0.22694685450960916,111295.76526711558,-1597.0204011419614,109698.74486597363,5272,0,1015.0384615384615,37,15,17,34.25932612853552,0.6259344450833811,44.31690929451289,870.5758754716674,23.52907771545047,4
5311,3.696625498207058,0,0,51,0.0,0.0,1.0,51,1300.0,16,10,6,399.96404336091297,0.8482603254067584,0.3731324245598848,0.2313672322390677,120925.63313514231,-526.8189650579955,120398.81417008431,5273,1,1035.921568627451,38,13,18,33.986735312069605,0.6251399776035833,44.21713038734317,945.5334778147205,24.882459942492645,0
5312,3.9484113468992876,1,0,52,0.019230769230769232,0.0,1.0,52,1700.0,24,10,14,397.37324955541055,0.8501171335964827,0.3878685637701029,0.2321224094444393,129532.6553388399,-105.43756489280304,129427.21777394711,5274,0,1016.9807692307693,40,12,19,33.67185075347427,0.6255319148936168,43.85054488842763,1011.3834150646051,25.284585376615127,0
5313,3.5141768107882574,1,0,53,0.018867924528301886,0.0,1.0,53,1000.0,12,8,4,393.7395145363034,0.8526078497977334,0.39234849143552686,0.23217792025646167,115603.86511074817,-1495.1461356898847,114108.71897505829,5275,0,998.7735849056604,35,18,19,33.39935287773312,0.6382978723404253,43.49881796690308,901.390505840488,25.75401445258537,0
5314,3.6042598707141074,0,0,53,0.0,0.0,1.0,53,1200.0,15,9,6,366.4921971985178,0.8524843281968935,0.36006254743941235,0.2060782453715768,116910.91658039433,-2010.1374956408977,114900.77908475343,5276,1,999.7735849056604,37,16,19,35.96207723932778,0.6158711903392755,45.29675251959686,918.0166938341802,24.811261995518382,6
5315,3.3102781308226388,1,1,53,0.018518518518518517,0.018518518518518517,0.9814814814814815,54,1400.0,17,11,6,354.09017312102105,0.8564759058536658,0.35914756591689523,0.20103808189767258,107687.5960050937,-3173.776097513961,104513.81990757975,5277,0,982.2407407407408,38,16,14,35.89444296548099,0.6178611422172453,44.92635024549918,844.3647245314372,22.220124329774663,0
5316,3.790609564552957,2,0,55,0.03636363636363636,0.0,1.0,55,1250.0,15,10,5,332.3146241789688,0.8602621964324092,0.2920725079079065,0.17987618986900092,121526.45741423218,-2922.796685357154,118603.66072887502,5278,0,965.3454545454546,38,17,16,38.36640301076551,0.5988241881298992,46.781232951445716,959.8534802985569,25.25930211311992,8
5317,3.7018705067075413,0,1,54,0.0,0.01818181818181818,0.9818181818181818,55,1300.0,16,10,6,332.83052575753624,0.8613224443011678,0.2959601397848408,0.18065441804267907,118783.79518368351,-3093.0253995078247,115690.76978417569,5279,1,966.3454545454546,38,17,15,38.240597128449956,0.5999440089585666,46.672122204037095,937.7869993396872,24.67860524578124,0
5318,3.9807130292082404,2,2,54,0.03571428571428571,0.03571428571428571,0.9642857142857143,56,1400.0,17,11,6,324.4861094629695,0.866123238463664,0.30027702905061404,0.1779079013952144,128130.32690452725,-2884.697743706298,125245.62916082094,5280,0,949.8571428571429,39,17,15,38.04362371202998,0.6022913256955811,46.276595744680854,1010.000061134219,25.897437464979973,0
5319,3.572275443626645,1,1,54,0.01818181818181818,0.01818181818181818,0.9818181818181818,55,1500.0,17,13,4,329.76021001516375,0.861952861952862,0.30135621042757754,0.18111505277338155,115045.44404914921,-3412.518041812958,111632.92600733625,5281,0,968.1090909090909,38,17,16,37.83936444631456,0.604703247480403,46.208401527550464,906.6134950218852,23.858249868996978,0
5320,3.565545050210728,1,0,55,0.01818181818181818,0.0,1.0,55,1350.0,17,10,7,330.1915983760231,0.8646178092986604,0.30526315789473757,0.1821139680616572,114976.84124630677,-3407.122602531146,111569.71864377562,5282,0,968.9272727272727,38,17,17,37.65934593322212,0.6063829787234043,46.04473540643753,905.4889366465319,23.828656227540314,0
5321,3.094176471808595,0,1,54,0.0,0.01818181818181818,0.9818181818181818,55,1350.0,17,10,7,329.7095503528295,0.8650189841679203,0.30197747281706877,0.18235835819395838,99862.54496003188,-4414.8730408277215,95447.67191920416,5283,1,969.9272727272727,38,17,11,37.55887956359451,0.6075027995520715,45.935624659028925,786.1200125047818,20.687368750125838,0
5322,3.410769643344891,0,1,53,0.0,0.018518518518518517,0.9814814814814815,54,2000.0,22,18,4,356.5541036996048,0.8604606211992804,0.30024515853036515,0.18752413257659098,108360.36657891715,-3039.465223042048,105320.9013558751,5284,3,988.8703703703703,37,17,12,38.94061268277928,0.5888441633122485,47.928331466965275,859.7583949797692,23.2367133778316,7
5323,3.184326761200982,1,0,54,0.018518518518518517,0.0,1.0,54,1650.0,20,13,7,355.9174447569916,0.8630031074832359,0.319091488724935,0.18841779670055492,101377.35345638623,-3583.5848948120347,97793.7685615742,5285,0,989.7407407407408,35,19,13,38.68445904024837,0.5954407294832826,47.66548463356974,803.5155500560043,22.957587144457264,0
5324,3.6025963977428246,2,0,56,0.03571428571428571,0.0,1.0,56,1400.0,20,8,12,336.7575362117084,0.8696186791931473,0.32023064834216686,0.18090474367062356,115225.21825587415,-3439.4078781390854,111785.81037773506,5286,0,955.3571428571429,38,18,15,38.56405925871532,0.5957446808510638,47.08128750681943,911.1640425496864,23.97800111972859,0
5325,3.2791180202376857,1,2,55,0.017543859649122806,0.03508771929824561,0.9649122807017544,57,1450.0,17,12,5,336.4919765767927,0.8715405535114382,0.3294327582361096,0.18214063005009534,105128.70002095604,-4324.471068634467,100804.22895232157,5287,0,939.578947368421,37,20,12,38.25988261999696,0.600632547441058,46.780515117581196,830.3365759532448,22.44152907981743,0
5326,3.368953514317904,0,0,55,0.0,0.0,1.0,55,1250.0,17,8,9,346.7189723227982,0.8651622609069418,0.31870900237434063,0.1864852758279055,107793.994780851,-3525.155381402834,104268.83939944817,5288,1,974.709090909091,37,18,12,38.261610767332556,0.5980448533640021,47.032474804031374,852.2358330172639,23.033400892358483,0
5327,3.1389301900900475,1,1,55,0.017857142857142856,0.017857142857142856,0.9821428571428571,56,850.0,11,6,5,340.0183602852903,0.868568665377176,0.3227791116446579,0.18391902215431635,100612.0199680064,-4358.013189097503,96254.0067789089,5289,0,958.2857142857143,38,18,13,38.199535133202225,0.5985442329227322,46.80851063829788,794.7504098313111,20.91448446924503,0
5328,3.5781296878325017,1,2,54,0.017857142857142856,0.03571428571428571,0.9642857142857143,56,1000.0,15,5,10,339.1862199420721,0.8647969052224371,0.31892273258077064,0.1837362992158533,114741.76822211155,-3416.2346734545126,111325.53354865704,5290,0,959.1964285714286,36,20,13,38.1611494386148,0.602836879432624,46.75100632547442,906.1577426805268,25.171048407792412,0
5329,3.3086209977641126,1,0,55,0.01818181818181818,0.0,1.0,55,1750.0,20,15,5,333.10380253288696,0.8668242710795903,0.2545373827060844,0.1759241067304402,105255.23554664243,-3889.619716685692,101365.61582995675,5291,0,975.6363636363636,37,18,14,39.358159964106086,0.5905692926969522,47.76035834266517,834.5653748559529,22.55582094205278,7
5330,3.4363050485107225,2,1,56,0.03508771929824561,0.017543859649122806,0.9824561403508771,57,1100.0,14,8,6,321.36457357175414,0.87354023356263,0.26724168156796657,0.17231883818086138,109843.15852000783,-4340.0600404886045,105503.09847951922,5292,0,942.3684210526316,39,18,15,39.02868882726948,0.5932896890343698,47.154255319148945,868.8551089412631,22.278336126699052,0
5331,3.4259923636204492,2,3,55,0.034482758620689655,0.05172413793103448,0.9482758620689655,58,1700.0,24,10,14,314.1537145253067,0.8786860768943636,0.26178613205861634,0.16939790964045143,109705.93768307811,-4707.094434275836,104998.84324880228,5293,0,927.0862068965517,42,16,13,38.98199320663196,0.5909321175278621,46.932211776348346,867.0083099325481,20.643054998394,0
5332,3.558635795899151,2,1,56,0.03508771929824561,0.017543859649122806,0.9824561403508771,57,1000.0,13,7,6,332.0934454078501,0.8780728416786648,0.2736209260626512,0.1778053962001255,113699.96784627243,-3848.197187033935,109851.7706592385,5294,0,944.2105263157895,41,16,14,38.81891442459385,0.5895173845355476,47.21377912867273,899.5740943027726,21.940831568360306,2
5333,4.012521741975411,1,0,57,0.017543859649122806,0.0,1.0,57,1900.0,22,16,6,345.200115866999,0.8776195808670614,0.29889512654961425,0.1864827004310695,128561.7588039416,-2524.093192962849,126037.66561097876,5295,0,945.140350877193,41,16,16,38.120744787297916,0.5931499740529321,46.859169199594724,1015.7330873683438,24.77397774069131,0
