period,mktsize,meanmktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,totinninv,totimiinv,costshareinn,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
878,4.187838045662077,4,0,0,34,0.0,0.0,1.0,34,1250,1000,250,0.8,15,10,5,448.8116849771749,0.4395424836601307,0.4110372888740206,0.248241781281084,135161.34498571482,4082.398197363975,139243.7431830788,830,3,174.61764705882354,30,4,15,34.531367103116864,0.6121323529411764,45.93413978494623,1063.986675512465,35.466222517082166,0
879,4.649570826641538,4,1,1,34,0.02857142857142857,0.02857142857142857,0.9714285714285714,35,1100,900,200,0.8181818181818182,13,9,4,435.83620732976107,0.4413865546218487,0.41021243422334797,0.24386865646772118,150593.36780691822,5026.808454796591,155620.1762617148,831,0,170.6,29,6,18,34.39347430650295,0.6142857142857143,45.48611111111111,1183.3803527528635,40.80621906044357,0
880,4.954638032991898,4,1,0,35,0.02857142857142857,0.0,1.0,35,1200,1000,200,0.8333333333333334,14,10,4,425.81470671337433,0.44012605042016806,0.39526760987924137,0.24007084914554025,160841.52962063346,5497.737752548101,166339.26737318156,832,0,168.77142857142857,30,5,20,34.34491626005538,0.6169642857142856,45.19489247311827,1262.4670767532775,42.082235891775916,0
881,4.798661698503656,4,0,0,35,0.0,0.0,1.0,35,800,500,300,0.625,11,5,6,423.22698279094897,0.44002100840336134,0.39239853093511634,0.23903028030300424,155860.28084509997,5392.855279804316,161253.1361249043,833,1,169.77142857142857,30,5,20,34.340804218852995,0.6175595238095238,45.12768817204301,1223.0460007778972,40.76820002592991,0
882,4.470606160107073,4,0,1,34,0.0,0.02857142857142857,0.9714285714285714,35,900,700,200,0.7777777777777778,11,7,4,409.37369237354517,0.4397408963585434,0.37730745051721226,0.21482808391247135,141931.00238976514,3720.5637021153225,145651.56609188046,834,2,170.77142857142857,30,5,16,37.70197137396098,0.587202380952381,48.01747311827957,1126.514636916765,37.5504878972255,8
883,4.380633847270703,4,3,0,37,0.08108108108108109,0.0,1.0,37,1500,1300,200,0.8666666666666667,17,13,4,388.5777683854606,0.44513263263263264,0.3797148797148797,0.20800339366515846,139953.81515913858,1976.5882343138712,141930.40339345246,835,0,162.40540540540542,32,5,17,37.399839743589745,0.5906531531531531,47.22222222222223,1107.3268891712064,34.6039652866002,0
884,4.2623430890044745,4,0,1,36,0.0,0.02702702702702703,0.972972972972973,37,1250,900,350,0.72,16,9,7,390.38561348875703,0.4446321321321321,0.38277153558052457,0.20930313012349044,136242.65402248708,1987.4344147810325,138230.0884372681,836,1,163.40540540540542,32,5,17,37.288545568039964,0.5917792792792793,47.15909090909092,1077.6947014812463,33.677959421288946,0
885,4.728986336604257,4,0,0,36,0.0,0.0,1.0,36,700,500,200,0.7142857142857143,9,5,4,392.12139356319136,0.44346891534391536,0.3686840316786639,0.21040083615771796,151196.3061731493,3957.4612556444617,155153.76742879374,837,2,166.13888888888889,32,4,18,37.21185453334999,0.5940393518518519,47.12752525252526,1195.8304779841142,37.36970243700357,0
886,4.500808825269078,4,0,0,36,0.0,0.0,1.0,36,1400,1100,300,0.7857142857142857,17,11,6,395.5440541073542,0.44244378306878307,0.3741267465069864,0.2130834097933166,144080.644315805,2798.048434214645,146878.69275001963,838,3,167.13888888888889,32,4,17,36.96123378243513,0.595775462962963,46.96969696969697,1138.8410209392969,35.58878190435303,0
887,4.342349685329597,4,0,0,36,0.0,0.0,1.0,36,800,300,500,0.375,13,3,10,396.8366013088162,0.4425760582010582,0.37634766220448457,0.21412085257699107,139077.39778016467,3038.200370790969,142115.59815095563,839,4,168.13888888888889,32,4,18,36.86289182672321,0.5963541666666667,46.906565656565654,1099.0201949801988,34.34438109313121,0
888,4.29945014706922,4,1,0,37,0.02702702702702703,0.0,1.0,37,850,600,250,0.7058823529411765,11,6,5,388.4526355066683,0.4450387887887888,0.37977214883044463,0.21128033589752937,138047.10509013775,2474.9523592660034,140522.05744940374,840,0,164.56756756756758,32,5,18,36.74716616841056,0.5976914414414414,46.59090909090909,1089.5197531777687,34.04749228680527,0
889,4.771023577372742,4,1,0,38,0.02631578947368421,0.0,1.0,38,850,600,250,0.7058823529411765,11,6,5,378.531312617152,0.4482574679943101,0.3798708521091403,0.20745319654418493,153548.94477391517,3174.616723249732,156723.5614971649,841,0,161.21052631578948,33,5,20,36.68928370164634,0.5986842105263157,46.29289215686274,1210.4425932666563,36.68007858383807,0
890,4.935573153874189,4,0,0,38,0.0,0.0,1.0,38,1050,900,150,0.8571428571428571,12,9,3,376.10065962546537,0.44773885727833096,0.3756471746656922,0.2067680136029848,158998.24218704837,3309.868753167677,162308.11094021605,842,1,162.21052631578948,33,5,21,36.62379299939649,0.6000548245614035,46.170343137254896,1252.7948400688615,37.96348000208671,0
891,4.619107692416665,4,0,0,38,0.0,0.0,1.0,38,1600,1100,500,0.6875,21,11,10,375.3351666472766,0.44833155523945,0.37429469984275276,0.2073453493420392,149024.12763118933,1986.7991557834882,151010.92678697282,843,2,163.21052631578948,34,4,19,36.447959382933014,0.6022478070175439,45.982142857142854,1173.3358379397685,34.50987758646378,0
892,4.537488507712907,4,0,0,38,0.0,0.0,1.0,38,950,400,550,0.42105263157894735,15,4,11,374.7969347969107,0.4485241820768136,0.37286045479208796,0.20720638830482047,146425.1914302029,2425.942585018178,148851.13401522106,844,3,164.21052631578948,34,4,18,36.43075406123085,0.6025219298245614,45.95238095238095,1152.7381518403977,33.90406328942346,0
893,4.830764743920353,4,1,1,38,0.02564102564102564,0.02564102564102564,0.9743589743589743,39,800,500,300,0.625,11,5,6,366.5824787721912,0.4500955915429599,0.37450655723936044,0.204539623273152,156327.85344974775,2861.4104037488705,159189.2638534966,845,0,160.97435897435898,34,5,20,36.26920527218843,0.6049679487179487,45.595238095238095,1228.9695544949755,36.14616336749928,0
894,4.501451335786253,4,0,0,38,0.0,0.0,1.0,38,900,600,300,0.6666666666666666,12,6,6,375.25122426536103,0.44781294452347087,0.37310829496010434,0.20842266793533912,145468.55492393076,2417.450665463585,147886.00558939434,846,1,166.07894736842104,33,5,20,36.23212420663615,0.6052631578947368,45.77205882352941,1144.3947054030127,34.67862743645493,0
895,4.693252614272675,4,0,0,38,0.0,0.0,1.0,38,1450,1200,250,0.8275862068965517,17,12,5,371.42444070304873,0.44727951635846375,0.3660661650513126,0.20711464950687794,151849.62045881015,2230.1320699767566,154079.75252878692,847,2,167.07894736842104,33,5,18,36.17053575013047,0.606907894736842,45.618872549019606,1193.874891430944,36.17802701305891,0
896,4.86873453573004,4,0,0,38,0.0,0.0,1.0,38,850,700,150,0.8235294117647058,10,7,3,373.5685748508661,0.4467609056424846,0.37029034179477094,0.20880623033050424,157641.1713834543,3327.95754630763,160969.1289297619,848,3,168.07894736842104,33,5,19,36.02064772453648,0.6077302631578947,45.52696078431372,1238.961674441596,37.54429316489685,0
897,4.685219927390349,4,0,0,38,0.0,0.0,1.0,38,1250,900,350,0.72,16,9,7,374.5619584982599,0.4455606922712186,0.37011802846866937,0.21036209452956317,151918.53197196854,2530.5805735202,154449.11254548872,849,4,169.07894736842104,33,5,20,35.80465992941931,0.6096491228070176,45.343137254901954,1193.1234079800415,36.15525478727398,0
898,4.532518882216368,4,0,0,38,0.0,0.0,1.0,38,1500,1300,200,0.8666666666666667,17,13,4,373.1477902964926,0.44456792318634425,0.36817516812353235,0.210467152866836,147157.20093917055,1882.2768713336936,149039.47781050424,850,5,170.07894736842104,34,4,17,35.669966129409005,0.6115679824561404,45.17857142857143,1154.98293659335,33.97008637039264,0
899,4.920850015717204,4,0,0,38,0.0,0.0,1.0,38,1150,700,450,0.6086956521739131,16,7,9,372.6821896099267,0.44412339971550496,0.3667461600398285,0.21036767235529358,159802.46193669998,3161.1062839252677,162963.56822062525,851,6,171.07894736842104,34,4,20,35.6509595546732,0.6121162280701755,45.148809523809526,1254.0844846603104,36.88483778412677,0
900,4.422945746664676,4,0,1,37,0.0,0.02631578947368421,0.9736842105263158,38,1300,900,400,0.6923076923076923,17,9,8,374.23281145223405,0.4439604077761972,0.36977278592231233,0.2117356844715875,143733.89742592868,1857.9881069384546,145591.88553286713,852,7,172.07894736842104,34,4,17,35.51881469375048,0.6129385964912281,45.0595238095238,1127.587894819333,33.16434984762744,0
901,4.276864782542756,4,1,1,37,0.02631578947368421,0.02631578947368421,0.9736842105263158,38,850,500,350,0.5882352941176471,12,5,7,370.06072359214005,0.4409821005215742,0.3635704988088513,0.2103554723230654,139181.4299441873,1851.1161351469436,141032.54607933422,853,0,172.76315789473685,34,4,18,35.43999844454814,0.6148574561403508,44.88095238095239,1091.1096701177537,32.09146088581628,0
902,3.8804787355742967,4,0,0,37,0.0,0.0,1.0,37,750,500,250,0.6666666666666666,10,5,5,369.8322129803245,0.44034659659659664,0.3457870561568217,0.21038961923558874,126311.35816471463,1192.8018229213571,127504.159987636,854,1,170.02702702702703,34,3,17,35.414965589641895,0.6182432432432432,44.851190476190474,990.0995297642393,29.120574404830567,0
903,3.771876859761292,4,1,1,37,0.02631578947368421,0.02631578947368421,0.9736842105263158,38,1050,800,250,0.7619047619047619,13,8,5,361.6409064729787,0.43978188715030825,0.347782887639811,0.20822429832326178,123217.30260172945,262.0834012089605,123479.38600293841,855,0,166.52631578947367,33,5,16,35.14960146230372,0.6206140350877193,44.39338235294118,964.1166863047943,29.21565716075134,0
904,3.72310628896221,4,0,0,37,0.0,0.0,1.0,37,1300,900,400,0.6923076923076923,17,9,8,361.4137986817713,0.4390953453453454,0.32872791324929906,0.20876961782676412,121740.74805356144,99.75724167960573,121840.50529524105,856,1,167.43243243243242,33,4,15,35.02842837746097,0.6238738738738738,44.27083333333333,952.106868687731,28.851723293567606,0
905,3.6132731019913367,4,0,0,37,0.0,0.0,1.0,37,1000,800,200,0.8,12,8,4,360.5579260640393,0.43871996996997,0.32732804660948345,0.20878354248507142,118234.28876400784,126.0619892814899,118360.35075328933,857,2,168.43243243243242,33,4,15,34.95508982035928,0.6247184684684685,44.17892156862745,924.3514216184949,28.010649139954392,0
906,4.123318076920275,4,1,1,37,0.02631578947368421,0.02631578947368421,0.9736842105263158,38,1250,1000,250,0.8,15,10,5,353.45864614571394,0.4379593409198672,0.3314603306593624,0.20669646915912393,135314.02238731418,715.5822315101716,136029.60461882435,858,0,164.97368421052633,34,4,17,34.75424992255266,0.6263706140350878,43.8095238095238,1056.3548216110028,31.06925945914714,0
907,4.077396467655304,4,1,0,38,0.02631578947368421,0.0,1.0,38,650,400,250,0.6153846153846154,9,4,5,352.89676780158584,0.4406561166429588,0.32917379490791965,0.2073764152362127,133997.28210319186,1207.4415496827305,135204.72365287459,859,0,162.05263157894737,33,5,22,34.580146590184825,0.628015350877193,43.62745098039215,1045.3325257763343,31.676743205343463,0
908,4.11955248161682,4,0,1,37,0.0,0.02631578947368421,0.9736842105263158,38,1250,800,450,0.64,17,8,9,356.70031759873854,0.4400041488857278,0.3363711812083068,0.21012937076840538,135479.76292803738,815.1348929265461,136294.89782096393,860,1,163.05263157894737,33,5,21,34.38744375423087,0.6291118421052632,43.53553921568627,1056.518805870539,32.01572139001633,0
909,3.9180116346465463,4,0,0,37,0.0,0.0,1.0,37,1250,1000,250,0.8,15,10,5,365.5837371635482,0.43828203203203203,0.3368699735916081,0.21558297882372943,128889.93830027008,774.0130653183761,129663.95136558845,861,2,167.56756756756758,32,5,17,34.12015957010419,0.6314752252252251,43.49747474747475,1004.9798782556132,31.405621195487914,0
910,4.41463486795164,4,0,1,36,0.0,0.02702702702702703,0.972972972972973,37,1250,900,350,0.72,16,9,7,362.703611184116,0.4372497497497498,0.3323256406699169,0.21472566437380494,145392.33929311307,1896.8653000236732,147289.20459313673,862,3,168.56756756756758,33,4,20,34.042989733794926,0.6331644144144144,43.35171568627451,1133.0084647313383,34.333589840343585,0
911,4.589060150083524,4,0,0,36,0.0,0.0,1.0,36,800,700,100,0.875,9,7,2,371.8507104053806,0.4356150793650793,0.3301815844887468,0.2192785829284559,150965.26880371376,3227.3084902400396,154192.5772939538,863,4,173.5,32,4,20,33.959410123882186,0.6336805555555556,43.49747474747475,1177.1055170321565,36.78454740725489,0
912,4.655478149762464,4,0,0,36,0.0,0.0,1.0,36,1200,1000,200,0.8333333333333334,14,10,4,371.0663295046837,0.4349537037037037,0.328915950334288,0.21949516779175363,153287.70926665713,2975.9815271519124,156263.69079380904,864,5,174.5,33,3,19,33.860136103151866,0.634837962962963,43.38235294117647,1194.677848725809,36.20235905229725,0
913,4.491644406950595,4,0,0,36,0.0,0.0,1.0,36,1250,800,450,0.64,17,8,9,368.5158701814195,0.43382936507936504,0.32490919695644216,0.2190709236780605,148105.226288867,2465.8252688515545,150571.05155771857,865,6,175.5,33,3,21,33.73498767199555,0.6365740740740741,43.198529411764696,1153.4608890643328,34.953360274676754,0
914,4.358737193802336,4,0,0,36,0.0,0.0,1.0,36,1350,1100,250,0.8148148148148148,16,11,5,376.5400942185401,0.43285383597883603,0.3400186752493344,0.2251457484247566,143962.96326104985,2291.565550059195,146254.52881110905,866,7,176.5,33,3,20,33.306388325982454,0.638599537037037,42.98406862745099,1120.2648994732788,33.947421196159965,0
915,3.8790942194963494,4,2,1,37,0.05263157894736842,0.02631578947368421,0.9736842105263158,38,1200,900,300,0.75,15,9,6,366.02500411301605,0.4340771692745377,0.35688540695455195,0.2229280455897596,128793.90124789847,628.3576467986918,129422.25889469715,867,0,168.1578947368421,33,5,17,32.87795248285975,0.6411732456140351,42.31004901960785,999.6035992703379,30.29101815970721,0
916,4.103272373229176,4,0,1,36,0.0,0.02702702702702703,0.972972972972973,37,1050,500,550,0.47619047619047616,16,5,11,374.00407891675553,0.4322447447447448,0.35378968083062223,0.22668092687985844,136049.64304190307,1726.6242865680777,137776.26732847115,868,1,173.7027027027027,32,5,20,32.85629647789491,0.6413288288288288,42.487373737373744,1056.644445101125,33.02013890941016,0
917,3.630260659621655,4,0,0,36,0.0,0.0,1.0,36,1250,900,350,0.72,16,9,7,384.80359792841085,0.43105158730158727,0.3551660265315575,0.23322643030460444,120366.28865119802,813.4761884541296,121179.76483965215,869,2,179.25,32,4,16,32.578195227588466,0.6435185185185186,42.48737373737374,934.8379564770662,29.21368613990832,0
918,3.6511102524434174,4,0,0,36,0.0,0.0,1.0,36,1000,700,300,0.7,13,7,6,382.8300208827893,0.43048941798941803,0.3521799445105034,0.23296674932158162,121195.54145614972,1079.4583333117503,122274.99978946146,870,3,180.25,33,3,16,32.47671422909236,0.6452546296296297,42.34068627450981,940.7425619806723,28.507350363050676,0
919,3.688931412607992,4,0,0,36,0.0,0.0,1.0,36,950,600,350,0.631578947368421,13,6,7,380.08366493214965,0.4299272486772487,0.3484287317620649,0.23227335079186928,122596.6280618318,1169.3951404129325,123766.02320224473,871,4,181.25,33,3,16,32.388468013468014,0.6469907407407407,42.1875,951.0526298129981,28.819776660999942,0
920,3.766997264449691,4,0,1,35,0.0,0.027777777777777776,0.9722222222222222,36,950,900,50,0.9473684210526315,10,9,1,380.4481309774013,0.42919973544973544,0.348464157067649,0.23368006644498115,125369.62987317325,1389.3282733154542,126758.9581464887,872,5,182.25,33,3,17,32.18825456200768,0.6487268518518519,42.003676470588225,971.8714449733701,29.45064984767788,0
921,3.480706651609554,4,0,0,35,0.0,0.0,1.0,35,1000,700,300,0.7,13,7,6,381.5766289193434,0.4288165266106443,0.3318600430793237,0.23477136197133874,115896.60887713086,844.6874637038417,116741.2963408347,873,6,176.37142857142857,33,2,16,32.095527128101615,0.6529761904761905,41.94240196078431,898.2227979934823,27.218872666469164,0
922,3.756308993392484,4,1,2,34,0.027777777777777776,0.05555555555555555,0.9444444444444444,36,1150,900,250,0.782608695652174,14,9,5,375.68674283341875,0.42979497354497354,0.3409631847671699,0.23350665626503728,125427.38320353703,1074.2810115711632,126501.66421510819,874,0,172.44444444444446,34,2,15,31.868785749932815,0.6545138888888888,41.57738095238094,970.71520802461,28.55044729484147,0
923,3.5124693185553384,4,0,0,34,0.0,0.0,1.0,34,1000,700,300,0.7,13,7,6,384.62215422753644,0.4259135472370767,0.3184798225669214,0.2388735823825507,117259.87770185828,1220.1493532292257,118480.0270550875,875,8,180.97058823529412,33,1,16,31.666963085922063,0.6587009803921569,41.605392156862735,907.6031321291568,27.503125216035055,0
924,4.023165000704562,4,0,1,33,0.0,0.029411764705882353,0.9705882352941176,34,1050,500,550,0.47619047619047616,16,5,11,382.6563427428795,0.4251151218062983,0.3145166349511723,0.23867234858885106,134468.17864529885,2441.0202911412243,136909.19893644008,876,9,181.97058823529412,33,1,18,31.558710550223168,0.6602328431372548,41.45220588235293,1040.1804363034848,31.520619281923782,0
925,3.7250761530232595,4,0,0,33,0.0,0.0,1.0,33,900,700,200,0.7777777777777778,11,7,4,395.7616353462917,0.41990214646464646,0.3168370310355415,0.246891359872161,124511.27088248829,2355.3568366997297,126866.62771918802,877,10,187.96969696969697,32,1,17,31.21312009115696,0.6628787878787878,41.445707070707066,963.134430852699,30.097950964146843,0
926,3.8194461634843804,4,0,0,33,0.0,0.0,1.0,33,800,400,400,0.5,12,4,8,395.63983604342155,0.419113005050505,0.31669717307301193,0.24769048559020926,127790.32280140324,2711.7884722166154,130502.11127361986,878,11,188.96969696969697,32,1,17,31.08501118568233,0.6641414141414141,41.31944444444444,988.0164554846747,30.875514233896084,0
927,3.971302468927193,4,0,1,32,0.0,0.030303030303030304,0.9696969696969697,33,900,700,200,0.7777777777777778,11,7,4,397.54875087498056,0.41879734848484845,0.31988585538231784,0.24954859568706667,132968.40284498112,3072.2844913726917,136040.68733635382,879,12,189.96969696969697,32,1,17,30.937169634870294,0.6650883838383839,41.224747474747474,1027.6747992507933,32.11483747658729,0
928,4.009917192448853,4,0,0,32,0.0,0.0,1.0,32,1100,600,500,0.5454545454545454,16,6,10,397.91129618613246,0.41563760080645157,0.29954268292682906,0.23306233062330622,131653.72657239303,2977.300997631119,134631.02757002416,880,13,195.53125,31,1,18,33.55352303523034,0.6422526041666667,43.75,1027.5412805650187,33.146492921452214,8
929,4.1959047405356555,4,0,0,32,0.0,0.0,1.0,32,750,300,450,0.4,12,3,9,400.67692617787844,0.4156586021505377,0.3032499999999998,0.23529685262123726,137865.0956285166,3897.8725487306538,141762.96817724727,881,14,196.53125,31,1,18,33.38108465608465,0.6432291666666667,43.65234374999999,1075.610346084579,34.69710793821223,0
930,3.7931530796120567,4,0,0,32,0.0,0.0,1.0,32,1000,800,200,0.8,12,8,4,399.934540081621,0.416036626344086,0.3019114193220771,0.235271424363176,124695.1730767549,2573.981338970014,127269.15441572492,882,15,197.53125,31,1,18,33.3324076425035,0.6438802083333333,43.58723958333333,972.6128518263071,31.37460812342926,0
931,3.8017533655332563,4,0,0,32,0.0,0.0,1.0,32,1150,600,550,0.5217391304347826,17,6,11,393.87712392862426,0.4139154905913978,0.2910166159309997,0.23313267605505056,125200.12195427432,2312.6927901725144,127512.81474444683,883,16,198.53125,31,1,18,33.250887874175554,0.6461588541666667,43.359375,975.6843598263082,31.4736890266551,0
932,4.074415867429108,4,0,0,32,0.0,0.0,1.0,32,500,300,200,0.6,7,3,4,393.95348263107473,0.41345346102150543,0.2908848884381343,0.23399887582785506,134315.68768483843,3682.8265870859645,137998.5142719244,884,17,199.53125,31,1,18,33.113590263691684,0.6474609375,43.229166666666664,1046.1911576263278,33.7481018589138,0
933,3.8477552390795897,4,0,0,32,0.0,0.0,1.0,32,800,500,300,0.625,11,5,6,393.8992239032515,0.4132644489247312,0.2907861804587506,0.23458556798645686,126940.17905348363,2800.3276022613836,129740.50665574502,885,18,200.53125,31,1,16,33.013480547459125,0.6484375,43.13151041666666,988.3670765487307,31.882808920926795,0
934,3.36511134748691,4,0,0,32,0.0,0.0,1.0,32,1000,800,200,0.8,12,8,4,395.89639990597135,0.41236139112903225,0.2951811043566366,0.23681802830738996,111158.14738871164,1401.4220742816494,112559.5694629933,886,19,201.53125,31,1,16,32.79297534616683,0.6500651041666667,42.96874999999999,864.9387760337441,27.901250839798198,0
935,3.087560509844053,4,0,0,32,0.0,0.0,1.0,32,1100,800,300,0.7272727272727273,14,8,6,397.34200317148236,0.41168934811827956,0.2973933274246643,0.23810372845586994,102041.61371522387,609.083840091525,102650.69755531539,887,20,202.53125,31,1,16,32.68812779606651,0.6507161458333333,42.90364583333333,793.8005503498802,25.606469366125165,0
936,3.1940841786708067,4,0,0,32,0.0,0.0,1.0,32,1000,600,400,0.6,14,6,8,394.1980734511562,0.4098202284946237,0.2914372943558594,0.2370588414315856,105669.09547764863,930.9107721230669,106600.0062497717,888,21,203.53125,31,1,17,32.63361596220366,0.65234375,42.77343749999999,821.6032936151267,26.503332052100863,0
937,3.3351540082647944,4,1,1,32,0.030303030303030304,0.030303030303030304,0.9696969696969697,33,1100,900,200,0.8181818181818182,13,9,4,383.10234151788995,0.41039299242424243,0.2908051735975805,0.23360945619817547,110771.47275640759,787.3621172729754,111558.83487368056,889,0,198.33333333333334,32,1,17,32.392580118391514,0.6549873737373737,42.26641414141414,859.5812019407207,26.86191256064752,0
938,2.9157905970295275,4,0,0,32,0.0,0.0,1.0,32,1050,600,450,0.5714285714285714,15,6,9,385.23128504623014,0.40946320564516125,0.272442069705771,0.23520790642105605,96877.87379065972,14.077562584470115,96891.95135324419,890,1,202.75,31,1,16,32.28956202382455,0.6578776041666667,42.220052083333336,751.6323482381782,24.246204781876717,0
939,2.976035021535326,4,0,1,31,0.0,0.03125,0.96875,32,450,400,50,0.8888888888888888,5,4,1,386.20548923579213,0.40927419354838707,0.2749368686868685,0.23601446564409526,98904.48420568758,789.4909420542517,99693.97514774183,891,2,203.75,31,1,15,32.23063973063972,0.658203125,42.1875,767.2590289895763,24.750291257728268,0
940,2.52556380090307,4,0,0,31,0.0,0.0,1.0,31,700,400,300,0.5714285714285714,10,4,6,386.21863361945503,0.4073924731182796,0.2502385205421882,0.236570471909762,83988.39132051199,-412.42365285915093,83575.96766765283,892,3,210.16129032258064,30,1,12,32.14305103148754,0.6616263440860215,42.10349462365592,651.3340783578989,21.711135945263297,0
941,3.00108856509251,4,0,0,31,0.0,0.0,1.0,31,950,700,250,0.7368421052631579,12,7,5,383.343014119526,0.40689964157706093,0.24418980868702955,0.23524574895248604,99854.13269780001,505.67684013315585,100359.80953793316,893,4,211.16129032258064,30,1,16,32.14743172246105,0.6622983870967742,42.036290322580655,774.1719393217477,25.805731310724923,0
942,2.9509539740456607,4,0,0,31,0.0,0.0,1.0,31,450,200,250,0.4444444444444444,7,2,5,383.3430141195253,0.40689964157706093,0.2441898086870291,0.2352457489524859,98186.02261088976,877.7851704132784,99063.80778130304,894,5,212.16129032258064,30,1,16,32.147431722461036,0.6622983870967742,42.036290322580655,761.2390342321427,25.374634474404754,0
943,3.314495480119021,4,0,0,31,0.0,0.0,1.0,31,750,400,350,0.5333333333333333,11,4,7,385.14506022135413,0.4067204301075269,0.2489247311827958,0.2370123447516026,110368.2157791974,1551.5546225604799,111919.77040175788,895,6,213.16129032258064,30,1,16,31.996256510416668,0.6633064516129032,41.935483870967744,855.3536722887799,28.51178907629266,0
944,3.160295358575316,4,0,0,31,0.0,0.0,1.0,31,1000,700,300,0.7,13,7,6,385.544173424463,0.40654121863799286,0.24949091626674735,0.23792256099760228,105315.79010354234,920.7778488028943,106236.56795234524,896,7,214.16129032258064,30,1,16,31.881263829233376,0.6643145161290323,41.83467741935484,815.8786706967122,27.195955689890408,0
945,3.02903111681138,4,0,0,31,0.0,0.0,1.0,31,750,700,50,0.9333333333333333,8,7,1,386.63193000131963,0.40613799283154123,0.2521955970512668,0.23881670017123324,100967.73125445453,857.4697605528659,101825.20101500739,897,8,215.16129032258064,30,1,17,31.818280409508937,0.6646505376344086,41.80107526881721,782.0925773379925,26.06975257793308,0
946,2.7950941901479363,4,0,0,31,0.0,0.0,1.0,31,800,600,200,0.75,10,6,4,388.44785328705444,0.40537634408602147,0.2563017803631238,0.24038729471532208,93218.33859097268,242.09270252982208,93460.4312935025,898,9,216.16129032258064,30,1,14,31.70157862780815,0.6653225806451613,41.733870967741936,721.8781567700617,24.062605225668722,0
947,3.0667910746067433,4,0,0,31,0.0,0.0,1.0,31,550,300,250,0.5454545454545454,8,3,5,389.24297606659735,0.40560035842293907,0.25676378772112396,0.2413306451612905,102332.85495475976,1216.4690023964301,103549.3239571562,899,10,217.16129032258064,30,1,17,31.611223118279568,0.665994623655914,41.66666666666667,792.2543609400757,26.408478698002522,0
948,2.9744357474618734,4,0,0,31,0.0,0.0,1.0,31,1000,700,300,0.7,13,7,6,402.6847069341971,0.40537634408602147,0.28304505297363214,0.23543467834864382,97605.55106683564,660.8525452998948,98266.40361213555,900,11,218.16129032258064,30,1,15,33.5011149003148,0.6431451612903225,43.81720430107526,761.9992654116026,25.399975513720086,8
949,2.5479716055231116,4,0,0,31,0.0,0.0,1.0,31,950,600,350,0.631578947368421,13,6,7,404.2656624388364,0.40483870967741936,0.28622423732326174,0.23699724884096873,83677.02425475826,-384.4504717479201,83292.57378301035,901,12,219.16129032258064,30,1,12,33.35573182990254,0.6441532258064516,43.71639784946236,653.0033412407514,21.766778041358382,0
950,2.853009760826002,4,0,0,31,0.0,0.0,1.0,31,1000,800,200,0.8,12,8,4,432.7394163867123,0.4049731182795699,0.3347635668393325,0.2266804668509455,90523.8715798132,634.6494713028023,91158.52105111601,902,13,220.16129032258064,29,2,12,37.18915116011946,0.5984543010752688,48.09027777777777,718.7008963469663,24.782789529205733,8
951,3.3461437856271607,4,1,0,32,0.03125,0.0,1.0,32,950,500,450,0.5263157894736842,14,5,9,423.3243375419973,0.41042926747311825,0.33991242674480526,0.22382529058206488,106487.16803706402,1665.7219732027133,108152.89001026674,903,0,214.25,30,2,16,37.03521798969989,0.5999348958333333,47.71505376344088,844.1817050567463,28.13939016855821,0
952,3.4705203784529464,4,3,1,34,0.08571428571428572,0.02857142857142857,0.9714285714285714,35,1000,600,400,0.6,14,6,8,393.03385561959203,0.42247899159663865,0.34971207221540035,0.21207398310081357,111155.13932446972,737.5465961258725,111892.6859205956,904,0,196.8,33,2,14,36.958171932373,0.6014880952380952,46.905637254901976,878.3691435784269,26.617246775103848,0
953,3.693340383612804,4,2,1,35,0.05555555555555555,0.027777777777777776,0.9722222222222222,36,850,700,150,0.8235294117647058,10,7,3,380.9240927022084,0.42782738095238093,0.34854465388539757,0.20795038200550664,118721.67160688457,994.7890081884201,119716.460615073,905,0,192.27777777777777,33,3,16,36.7875986789109,0.6038773148148149,46.446078431372555,936.4609379528063,28.37760418038807,0
954,3.561140661641349,4,1,0,36,0.027777777777777776,0.0,1.0,36,700,300,400,0.42857142857142855,11,3,8,381.90280560276216,0.42691798941798936,0.3502093144950287,0.20930093535383684,114610.49854790758,854.0141893954465,115464.51273730303,906,0,193.19444444444446,33,3,18,36.60374652819708,0.6053240740740741,46.29289215686275,903.4866978876232,27.378384784473432,0
955,3.434121819323606,4,1,0,37,0.02702702702702703,0.0,1.0,37,950,700,250,0.7368421052631579,12,7,5,368.75631398579725,0.42748998998999,0.34440389563940355,0.2043355071463156,110897.35132849231,-171.1802986634442,110726.17102982887,907,0,188.94594594594594,34,3,14,36.49163641331929,0.607545045045045,45.86309523809524,872.7370897382226,25.668737933477136,0
956,3.1878528621078637,4,0,1,36,0.0,0.02702702702702703,0.972972972972973,37,1150,800,350,0.6956521739130435,15,8,7,367.12415747871313,0.42742742742742745,0.3410390727806456,0.2042128125975344,103065.23477859763,-982.4525033123078,102082.78227528532,908,1,189.94594594594594,34,3,14,36.37884285268414,0.6089527027027026,45.71428571428572,810.6254420788578,23.84192476702523,0
